emp_no,first_name,last_name,gender,salary,to_date,dept_no
231094,Conal,Maliniak,F,51748,1997-07-22,d005
231178,Gennady,Highland,F,58681,1986-09-27,d007
231096,Debaprosad,Tyugu,F,69454,1989-03-10,d009
231179,Cristinel,Benaini,M,42861,1993-10-09,d006
231099,Fumiko,Vrecion,M,42243,1992-10-27,d008
231105,Zijian,Kitai,M,61518,1997-09-02,d007
231185,Shimshon,Uludag,M,45357,1996-01-03,d007
231108,Nimmagadda,Tasistro,M,56658,1997-10-22,d005
231110,Kiyomitsu,Sidou,F,40000,1992-09-25,d009
231192,Zorica,Siepmann,F,40000,1987-12-03,d004
231111,Shirish,Rosiles,M,53108,1987-07-21,d005
231193,Freyja,Isaac,F,40000,1991-04-02,d006
231194,Tonny,Burnard,M,40000,1995-04-29,d006
231116,Kristof,Danecki,M,45497,1986-11-10,d005
231198,Debatosh,Bellone,M,52853,1995-02-12,d005
231122,Jeane,Baik,M,47604,1987-11-01,d005
231202,Nobuyoshi,Fioravanti,F,40000,1988-07-05,d004
231127,Izaskun,Kavvadias,F,73359,1997-05-18,d001
231205,Lidong,Nittel,M,63348,1998-02-07,d007
231130,Kien,Skafidas,M,45251,1996-03-01,d002
231207,Peternela,Lakshmanan,M,40000,1988-08-26,d005
231212,Oksana,Raney,F,40000,2000-03-07,d005
231215,Jovan,Bierbaum,F,53217,1997-05-21,d002
231131,Aimee,Rajaraman,M,40000,1997-03-26,d004
231222,Gino,Reghbati,M,83550,1991-11-02,d007
231224,Bernd,Uludag,F,73366,1991-08-27,d007
231132,Arunas,Hofstetter,F,40000,1986-11-16,d008
231234,Xuedong,Borovoy,F,40768,1996-07-04,d005
231139,Tetsushi,Kaelbling,M,42881,1997-04-26,d002
231236,Guadalupe,Iisaka,F,40000,1989-12-04,d004
231238,Sarita,Tsukuda,F,40000,1987-02-06,d005
231243,Abdelghani,Birta,M,40000,1989-11-14,d003
231244,Percy,Cummings,M,48621,1995-12-31,d005
231245,Arto,Pezzoli,M,40087,1999-12-10,d009
231329,Kinh,Onuegbe,M,40000,1999-03-24,d004
231250,Mats,Crouzet,F,47381,1999-07-31,d005
231253,Hairong,Codenie,M,92965,1996-12-05,d007
231262,Utz,Bojadziev,F,56549,1993-11-26,d005
231263,Babette,Maksimenko,M,51099,1999-02-20,d005
231270,Gritta,Rassart,F,40000,1991-03-24,d009
231275,Yongmao,Kuzuoka,M,46634,1999-02-13,d009
231276,Jayesh,Butner,M,69107,1986-05-21,d007
231333,Kinh,Stroustrup,F,40000,1987-01-28,d003
231280,Weidon,Verhoeff,M,40000,2000-06-10,d004
231339,Bogdan,Skrikant,F,48902,1993-06-20,d005
231284,Luigi,Antonakopoulos,M,58081,1999-04-27,d001
231344,Ohad,Kalafatis,M,42178,1986-09-15,d007
231287,Shalesh,Ghazalie,M,56658,1999-08-09,d004
231345,Kagan,Asrin,M,41999,1999-07-02,d003
231294,Sven,Brender,M,40000,1996-11-15,d007
231347,Kiam,Thimonier,F,40000,1995-09-09,d005
231299,Susuma,Whittlesey,F,40000,1993-01-26,d002
231353,Dinah,Schurmann,F,42572,1996-11-06,d004
231305,Frazer,Godskesen,F,63650,1997-07-19,d006
231355,Abdelghani,Silva,F,40000,1992-03-02,d005
231308,Lijie,Boudaillier,M,62419,1988-09-19,d002
231362,Boriana,Pintelas,M,50313,1994-01-19,d004
231315,Subir,Farrar,M,46924,1986-08-19,d008
231316,Zhilian,Soloway,F,40000,1997-09-03,d005
231368,Richara,Muhling,M,50368,2000-10-01,d006
231322,Tetsushi,Colorni,M,56628,1995-09-30,d004
231324,Utpal,Thebaut,M,40000,1995-07-16,d004
231372,Khatoun,Koblick,F,48855,1998-08-20,d003
231375,Jungsoon,Kushnir,F,40000,1996-03-15,d009
231380,Christfried,Schwabacher,F,67116,1999-08-15,d005
231383,Randy,Chiodo,F,51990,1995-03-01,d006
231386,Ashish,Swiss,M,52791,1992-12-29,d004
231392,Mats,Akiyama,M,40000,2000-04-03,d005
231393,Tamiya,DuCasse,F,50072,1990-04-29,d009
231401,Fumino,Biran,F,40000,1991-01-18,d004
231409,Maya,Thorensen,M,53770,1986-02-16,d006
231410,Persi,Sidou,M,62412,2000-04-08,d007
231411,Prasadram,Perfilyeva,F,69588,1994-06-28,d002
231511,Felicidad,Vieri,M,66026,1999-08-20,d007
231416,Mokhtar,DasSarma,M,54044,1993-06-15,d007
231514,Phillip,Fraisse,M,51720,1997-09-10,d004
231516,Jinya,Farrag,M,70662,1997-05-18,d002
231520,Junichi,Angel,F,40000,1996-08-06,d004
231417,Arfst,Breugel,F,44186,1991-04-10,d004
231521,Kiam,Koshino,M,40000,1986-03-30,d005
231522,Saeed,Kaminger,M,40000,1996-07-11,d005
231523,Oscal,Rattan,M,83043,1998-05-10,d001
231424,Dayanand,Fortenbacher,M,69306,1997-06-29,d001
231527,Limsoon,Diderrich,F,60680,1990-11-27,d007
231528,Serenella,Botman,F,56444,1995-04-23,d005
231535,Deborah,Murtha,M,40000,1998-05-15,d005
231425,Danai,DuCasse,M,40000,1987-05-11,d005
231536,Jouni,Wrigley,M,40240,1998-10-16,d009
231538,Arco,Azumi,M,47436,2000-12-01,d004
231427,Shuji,Jullig,F,40000,1999-06-19,d004
231430,Quingbo,Kusakabe,M,80378,1987-02-04,d007
231549,Yahiko,Renear,F,52610,1990-12-10,d004
231553,Oksana,Simkin,F,48322,1986-11-20,d004
231431,Anestis,Merle,F,40000,1989-02-12,d001
231554,Xiaoshan,Hennings,F,67222,1987-12-02,d005
231557,Janche,Griswold,F,40000,1986-04-26,d005
231436,Hironobu,Nannarelli,F,40000,1987-08-11,d005
231558,Percy,Karcich,M,64287,1990-07-06,d007
231562,Juyoung,Irland,M,48613,1998-11-15,d004
231563,Khosrow,Rijckaert,M,54532,2000-01-30,d007
231564,Vasilii,Nanard,F,45322,1989-08-05,d009
231566,Lillian,Brickell,M,50472,1992-09-16,d003
231567,Ravishankar,Ohori,M,45588,1996-07-27,d004
231570,Dietrich,Vecchi,M,56007,2000-01-24,d007
231571,Lena,Broomell,F,68233,1987-08-01,d007
231578,Taiji,Barvinok,F,96520,1997-12-20,d007
231583,Szabolcs,Laventhal,M,40000,1986-02-05,d004
231586,Teunis,Standera,M,71623,1989-04-09,d008
231587,Cheong,Schueller,F,40000,2000-12-30,d005
231588,Insup,Biron,M,40000,1997-02-23,d004
231594,Arvind,Nourani,M,45302,1991-04-30,d005
231595,Jenwei,Schwartzbauer,M,80504,1991-05-27,d007
231602,Leaf,Azumi,M,40000,1987-01-18,d005
231606,Marlo,Trumbly,M,43165,1992-08-17,d008
231611,Moni,Muhlberg,M,53618,1987-08-21,d002
231614,Saeed,Suessmith,F,48984,1994-02-13,d008
231616,Shalesh,Szmurlo,F,40000,1999-05-25,d004
231618,Cedric,Shiratori,F,54927,1990-04-17,d009
231627,Conor,Schaaf,M,59279,1995-08-22,d005
231634,Conor,Marwedel,M,59878,1990-01-31,d004
231635,Billie,Kalafatis,M,40000,1986-03-21,d004
231639,Boriana,Kropp,F,51926,1991-10-03,d005
231649,Woody,Hebert,M,54830,1987-03-23,d004
231658,Hironobu,Janetzko,F,40000,1996-03-15,d005
231661,Remzi,Matzke,F,57156,1992-06-25,d001
231662,Manu,Marakhovsky,F,40000,2000-03-26,d005
231665,Gita,Cullers,F,40000,1995-04-04,d005
231667,Rimon,Porenta,F,40000,1994-09-20,d008
231672,Hironobu,Erdi,M,70062,1993-10-23,d004
231673,Lubomir,Genin,F,70198,1995-09-15,d005
231689,Mikhail,Rajala,M,40000,1990-07-10,d003
231690,Srinidhi,Selenyi,M,70599,1993-06-09,d002
231693,Brigham,Thisen,F,65149,1999-08-21,d004
231440,Mariangiola,Lores,F,69411,1988-08-20,d005
231443,Atreyi,Olivero,F,70307,1995-05-17,d007
231696,Foong,Silva,M,82240,1988-11-11,d007
231444,Fei,Angelov,F,44721,2000-04-25,d008
231699,Subhankar,Murtha,M,40000,1993-07-23,d004
231702,Sahrah,Vieri,M,56117,1997-03-25,d007
231703,Kwangjo,Meszaros,M,72421,1990-11-25,d007
231457,Mads,Ratnaker,M,62213,1992-06-11,d007
231704,Tetsurou,Rajcani,M,40000,1990-07-24,d003
231705,Fusako,Feldhoffer,F,55200,1987-03-27,d006
231706,Achilleas,Pettey,M,57246,1989-04-03,d007
231719,Felicidad,Krichel,M,65156,1992-08-26,d005
231463,Utpal,Ressouche,F,58300,1997-11-05,d005
231723,Wanqing,Aseltine,M,40000,1997-03-10,d005
231727,Kazuhito,Luca,F,40000,1987-09-30,d009
231729,Kristen,Kobuchi,M,54681,1999-01-29,d001
231469,Juyoung,Denos,F,40000,1988-12-22,d006
231735,Sanjeeva,Randi,M,40000,1989-08-17,d003
231736,Sverrir,Peternell,M,40000,1987-05-19,d005
231470,Hitofumi,Sankaranarayanan,M,49642,1995-12-21,d009
231740,Kyoichi,Gustavson,F,72876,1988-08-31,d007
231471,Saeko,Chinin,F,48033,1989-01-10,d006
231746,Jaber,Gist,F,40000,1998-09-12,d008
231748,Christophe,Curless,F,47969,2000-01-10,d007
231750,Arvind,Siepmann,F,68697,1997-08-18,d001
231473,Mong,Kalafatis,M,40000,1996-03-27,d004
231751,Van,Lunn,F,40000,1993-11-25,d009
231754,Yannis,Stemann,M,80904,1999-01-29,d007
231756,Ronnie,Barreiro,M,40000,1999-09-19,d006
231477,Larisa,Krohm,M,48678,1989-12-29,d003
231760,Karsten,Auyong,F,53218,1994-08-13,d009
231479,Yunming,Maksimenko,M,52523,1997-11-30,d004
231767,Bezalel,Butterworth,M,68252,1998-11-02,d009
231770,Ashish,Luke,F,71747,1995-03-29,d007
231486,Yefim,Cmelik,M,55079,1986-12-26,d005
231782,Yagil,Uehara,F,44549,1999-07-21,d005
231783,Tomokazu,Radwan,M,63844,1994-06-07,d007
231795,Marsja,Zweizig,M,62591,1993-05-23,d009
231802,Ohad,Nastansky,F,76206,1992-12-31,d001
231803,Lein,Kilgour,F,40000,1994-01-09,d006
231806,Bokyung,Toyoshima,M,75581,1994-06-18,d005
231487,Jingling,Schmittgen,F,65553,1999-11-05,d004
231815,Marjo,Reinhart,F,59306,1987-09-06,d004
231818,Gretta,Hartvigsen,M,60042,1997-08-23,d004
231490,Etsuo,Clouatre,F,41184,1989-06-05,d009
231825,Fumitake,Cyne,M,54423,1992-08-10,d004
231829,Jaideep,Leuchs,F,40000,1993-09-22,d003
231832,Chanjung,Ramsay,M,40000,2000-05-14,d005
231838,Kazuhiko,Strandh,F,59285,1986-07-06,d005
231842,Navid,Limongiello,M,40000,1990-02-20,d005
231495,Ewing,Polajnar,M,66243,1999-11-25,d007
231847,Geraldo,Pauthner,F,40000,1987-12-18,d008
231848,Munenori,Ghandeharizadeh,M,63246,1990-11-08,d005
231856,Suzette,Remmele,F,40000,1996-11-08,d004
231857,Breannda,Erev,M,40000,2001-01-07,d009
231858,Geoffry,Baez,M,62183,1989-06-07,d007
231865,Gou,Reeken,M,45625,1994-05-24,d005
231499,Inderjeet,Perly,M,48696,1996-01-23,d001
231874,Murthy,Peroz,M,50943,1996-01-31,d007
231876,Abdelkader,Akazan,M,40000,1996-02-14,d008
231501,Valeska,Kawashimo,F,58316,1994-12-19,d001
231879,Kyoichi,Acton,M,61900,1988-06-10,d004
231509,Hongzue,Farris,F,40000,1999-12-11,d005
232067,Abdelwaheb,Rosay,F,55385,1995-03-10,d005
231883,Srinidhi,Heering,M,57391,1995-01-24,d008
231884,Florian,Pagter,F,40000,1992-06-06,d002
232070,Bilhanan,Marrakchi,M,41130,1995-07-25,d009
231887,Yongmin,Petereit,M,88339,1987-01-18,d007
231891,Yagil,Ranka,F,74026,1988-05-28,d001
232082,Kiyokazu,Copas,M,40004,1996-05-03,d005
231895,Shiv,Hmelo,M,40000,1986-09-09,d004
231899,Vishu,Neiman,F,40000,1992-04-28,d004
231905,Hugo,Comellas,M,55530,1993-10-10,d005
232083,Ebru,Wissmann,M,40000,1997-03-04,d009
231911,Lucien,Sury,F,61742,1997-11-07,d007
232089,Yoshimitsu,Czaja,F,40000,1989-11-03,d005
231918,Ger,Naumovich,M,62273,1987-10-10,d004
231919,Sanjit,Lamma,F,45267,1988-05-12,d005
231922,Mohammad,Minakawa,M,50165,1989-07-29,d006
232091,Yishay,Nooteboom,M,52133,2000-09-18,d005
231929,Adit,Muhlberg,M,40000,1993-03-13,d009
232093,Sadun,Keustermans,M,47242,2000-06-14,d004
231932,Tru,Molberg,M,77004,1993-08-05,d006
231935,Duri,Perry,M,40000,1989-01-19,d005
231938,Stafford,Fontan,M,40000,1991-02-06,d004
232096,Harjit,Iacovou,F,40000,1998-10-18,d006
231940,JiYoung,Servi,M,40000,1991-12-28,d007
231943,Niteen,Tsukune,F,43331,1990-12-24,d009
231947,Vasilis,Radivojevic,M,50761,2000-01-13,d007
231950,Stella,Marchegay,M,52600,1992-06-20,d005
231952,Carrsten,Docker,F,52909,1989-10-29,d006
231956,Spyrose,Birjandi,M,54080,1987-11-09,d007
231959,Adib,Hatcliff,M,66327,1996-05-06,d007
231963,Xuejia,Peng,M,44413,1995-08-12,d005
231968,Elrique,Mapelli,F,50942,1986-06-18,d005
231969,Flemming,Birrer,M,40000,1992-09-17,d004
231978,Somnath,Plesums,M,40000,1989-09-30,d003
231981,Ekawit,Zedlitz,F,52908,1995-05-20,d005
231988,Baocai,Esteva,M,40000,1992-09-26,d004
231994,Hideyuki,Hagimont,M,61575,1989-01-07,d005
231996,Aleksander,Peng,F,52167,1994-02-20,d004
232000,Satyanarayana,Dolinsky,M,41012,1990-12-21,d009
232010,Neelam,Farris,M,45587,1998-01-10,d004
232012,Yefim,Veldwijk,M,79349,2000-08-02,d007
232013,Hidde,Falby,M,80039,1997-07-10,d007
232030,Kish,Waleschkowski,F,40000,1988-07-29,d004
232031,Zvonko,Alpay,F,58388,1988-02-21,d005
232035,Yakichi,Marwedel,F,40000,1990-08-11,d006
232038,Ennio,Bach,M,40000,1986-12-02,d006
232040,Vasiliy,Hoogerwoord,M,52564,1987-08-02,d005
232045,Berhard,Goodrum,M,40000,1988-12-25,d005
232048,Mabhin,Kandlur,M,47037,1987-04-23,d004
232050,Tomoyuki,Weedon,M,55575,1986-02-23,d007
232053,Izaskun,Mundy,M,40000,1986-02-20,d004
232054,Tetsurou,Hanabata,F,40000,2000-03-15,d005
232057,Valter,Candan,M,40000,1988-03-11,d003
232058,Shigeichiro,Pehl,M,40000,1989-05-10,d004
232062,Sham,Salinas,M,81503,1998-03-17,d007
232064,Kwok,Collette,M,40000,1997-08-07,d005
232065,Berto,Kohling,M,46977,2000-07-02,d002
232255,Mariangiola,Callaway,F,83930,1990-06-12,d001
232260,Mohan,Stanger,F,47929,1994-12-07,d008
232262,Anyuan,Furedi,M,58690,1990-07-19,d007
232264,Huai,Buescher,F,40000,1993-11-18,d005
232265,Peer,Wilfing,M,40000,1990-08-15,d006
232269,Kamran,Szmurlo,F,63667,2000-01-05,d004
232276,Berna,Ruemmler,M,40000,1996-07-08,d009
232277,Chaitali,Calkin,F,47521,1996-10-04,d004
232278,Xiping,Tempesti,M,40000,1994-01-16,d003
232280,Tran,Thibadeau,M,54607,1994-12-26,d002
232284,Garnet,Spell,F,60964,1998-02-18,d004
232289,Fun,Farrag,M,66678,1997-01-27,d004
232291,Gila,Desikan,F,47633,1999-05-16,d004
232294,Arie,Klerer,F,40000,1987-05-25,d005
232295,Amalendu,Ranft,M,41549,1998-02-01,d008
232297,Ghassan,Borstler,M,40000,1995-07-14,d005
232298,Bader,Tempesti,M,40000,1989-03-02,d004
232313,Raimond,Schiettecatte,F,80850,1995-01-29,d009
232328,Uinam,Stanger,F,40000,1988-02-15,d004
232330,Eben,Kohling,M,70063,2000-01-16,d004
232333,Irene,Isaak,F,55641,1999-01-14,d008
232334,Mayuri,Kaminger,M,40000,1990-04-03,d006
232335,Fay,Boguraev,F,40193,1992-07-23,d009
232338,Genta,Mahnke,M,54601,1996-03-07,d007
232340,Gaetan,Marciano,F,65125,1998-06-11,d004
232348,Thanasis,Bernick,M,51093,1987-10-06,d001
232350,Subir,Lammel,F,54377,1999-01-26,d005
232357,Doowon,Biros,F,51755,1997-08-26,d003
232358,Stabislas,Sadowski,M,84302,1994-02-18,d007
232359,Troy,Chepyzhov,F,44159,1995-12-12,d004
232367,Youjian,Krogh,M,52737,1998-06-24,d006
232373,Marsha,Lowrie,M,40000,1991-05-29,d008
232379,Hatsukazu,Fandrianto,F,51294,1991-06-12,d003
232381,Siddarth,Tempesti,M,70837,1994-07-06,d001
232382,Shir,Landherr,M,69964,1996-10-18,d002
232384,Selwyn,Niizuma,M,40000,2001-01-25,d004
232389,Marit,Kumaresan,M,68963,1999-11-14,d004
232390,Mohd,Veldwijk,M,40000,1997-06-06,d006
232396,Alejandra,Weisert,M,53595,1988-12-01,d005
232413,Claude,Suri,M,40000,1991-08-02,d005
232414,Kwok,Leaver,M,44433,1996-08-04,d009
232416,Tokuyasu,Binkley,F,59754,1995-04-29,d006
232419,Zhonghua,Leslie,M,51927,1994-07-27,d004
232423,Szabolcs,Baezner,M,40000,1995-01-16,d005
232430,Karoline,Adachi,M,40433,1991-10-21,d005
232434,Ziva,Reistad,M,53711,2000-06-05,d009
232436,Morrie,Stemann,M,68841,1992-07-14,d008
232437,Kasturi,Douceur,M,65943,1987-12-12,d001
232438,Demos,Polupanov,M,60527,2000-09-11,d005
232440,Ottavia,Ressouche,F,40000,1987-07-29,d004
232445,Khedija,Llado,M,47639,1997-09-23,d007
232446,Chirstian,Siepmann,F,44586,1989-08-28,d002
232449,Goh,Gunderson,M,52426,2001-01-23,d008
232455,Sreekrishna,Bonifati,F,40000,1992-08-27,d005
232460,Heather,Panwar,M,42824,1991-11-19,d005
232466,Weidon,Perri,F,52637,1987-03-24,d004
232468,Sashi,Harllee,M,46945,1995-07-29,d005
232474,Ugo,Luke,M,68357,1992-01-23,d007
232485,Margo,Denti,M,40000,1991-04-03,d004
232486,Bodo,Hutter,M,71326,1992-06-18,d007
232098,Margareta,Bale,M,56339,1990-06-03,d007
232503,Goa,Camurati,F,40000,1994-11-08,d004
232507,Uinam,Gimbel,M,63210,1993-07-09,d007
232508,Kankanahalli,Brickell,F,48048,1986-03-19,d007
232510,Xiaobin,Hemaspaandra,M,40000,1996-01-19,d002
232516,Jeanne,Whittlesey,F,40000,1997-09-13,d004
232526,Stepehn,Bernick,M,57551,1989-03-02,d007
232528,Satyanarayana,Ramsay,F,54703,1989-07-15,d004
232534,Dulce,Dulin,M,50029,1999-04-27,d001
232536,Mandell,Baezner,F,58883,1990-04-30,d008
232543,Moni,Masada,F,45656,1988-10-26,d009
232544,Mabo,Porotnikoff,M,92765,1990-08-25,d001
232545,Mani,Vanwelkenhuysen,M,46111,2000-04-01,d004
232102,Hidekazu,Ramsay,F,61568,2000-08-14,d007
232559,Ramya,Vernadat,M,54630,1987-08-12,d002
232563,Shaibal,Yavatkar,F,49727,1996-06-10,d004
232564,Vishu,Trachtenberg,M,83949,1989-10-26,d005
232565,Nakhoon,Hopewell,M,56678,1993-07-15,d005
232574,Aloys,Meriste,F,75680,1990-11-29,d007
232575,Froduald,Benaini,F,93113,2000-11-30,d007
232579,Margo,Delgrossi,M,69345,1997-04-06,d001
232587,Sreenivas,Weedon,M,55499,1988-09-24,d005
232590,Eldridge,Prochazka,M,45062,1992-07-31,d008
232594,Wuxu,Bardell,M,75485,1990-12-26,d004
232596,Zvonko,Percebois,F,44838,1990-09-08,d006
232597,Weiye,Butner,F,40000,1996-07-06,d003
232599,Haldon,Kropf,F,92502,1993-05-10,d007
232601,Claude,Honglei,M,40000,2000-04-14,d005
232604,Abdelkader,Strandh,M,48147,1991-08-19,d003
232608,Arco,Kading,F,44645,1996-03-19,d005
232613,Uwe,Butner,M,40000,2000-10-22,d005
232615,Selwyn,Strandh,M,66418,1999-10-22,d007
232617,Kamran,Guerreiro,F,62009,1991-11-25,d008
232620,Arne,Rabejac,M,44851,1992-09-27,d004
232623,Guther,Linares,M,40000,1989-12-04,d005
232626,Behnaam,Codenie,F,40000,1986-12-22,d003
232632,Brewster,Radhakrishnan,M,47322,1986-08-29,d005
232636,Duro,Peha,F,60518,1986-06-18,d007
232638,Morrie,Morris,M,46402,1995-02-22,d005
232642,Kenton,Henders,M,40000,1997-06-26,d009
232643,Samphel,Casperson,M,55801,1998-09-07,d004
232644,DeForest,Ossenbruggen,F,45003,1993-12-02,d008
232652,Taizo,Kaiser,M,40000,1990-11-18,d005
232657,Shir,Basawa,M,72979,1993-01-17,d007
232662,Niteen,Mattern,M,49889,1990-09-18,d005
232677,Arvind,Orlowski,F,40000,1986-03-05,d009
232679,Lijie,Baca,M,40000,1987-05-20,d007
232680,Gennadi,Baba,F,44201,1993-10-27,d009
232684,Hyuckchul,Hockney,F,46353,1994-08-31,d005
232686,Kazuhiko,Akiyama,F,52341,1997-07-19,d007
232692,Yakichi,Copas,M,64910,1998-04-01,d002
232694,Diederik,Pintelas,M,40000,1988-09-14,d003
232696,Houman,Garnier,F,72063,1992-11-09,d002
232698,Siddarth,Gurbaxani,F,66733,1999-12-14,d006
232699,Ortrun,Farrel,M,40000,1992-01-03,d005
232708,Odinaldo,Benzmuller,M,43378,1991-05-14,d001
232711,Palash,Vitiello,F,40480,1987-03-12,d005
232716,Manu,Bruckman,M,66737,2000-12-11,d007
232722,Mitchel,Srimani,F,55443,2000-10-29,d007
232724,Mohamadou,Baak,M,59879,1999-08-15,d005
232726,Ewing,Benaini,M,46026,1996-05-31,d001
232727,Sastry,Jonsson,M,64543,1987-05-01,d005
232729,Xiaoheng,Francisci,M,56255,1993-08-12,d004
232744,Paris,Skrikant,M,40000,1990-03-14,d004
232748,Zorica,Ernst,F,40000,1988-10-29,d004
232749,Jolita,Basart,F,40000,1998-09-19,d004
232750,Fumitaka,Majewski,M,50390,1988-04-11,d001
232753,Tadanori,Sudbeck,M,100993,1986-07-29,d007
232758,Jeong,Kisuki,F,65212,1988-02-23,d006
232762,Luerbio,Knightly,F,55212,1994-03-18,d005
232771,Chanjung,Rodite,M,40774,1990-04-15,d005
232777,Valery,Lanphier,M,47193,1998-01-24,d004
232782,Yurii,Zolotykh,F,47599,1990-04-30,d005
232784,Seshu,Schurmann,F,40000,1996-02-13,d009
232785,Brewster,Dratva,F,50267,1993-05-17,d007
232787,Aleksandar,Kroll,M,42733,1998-01-10,d005
232791,Khedija,Haraldson,M,40000,1998-10-20,d005
232795,Prodip,Barbanera,M,40000,1997-06-19,d003
232802,Branimir,Riesenhuber,M,47113,1994-04-10,d009
232808,Uriel,Ghalwash,F,40000,1988-02-12,d005
232813,Chandrasekaran,Breugel,M,40000,1986-11-29,d005
232816,Snehasis,Whittlesey,M,40000,1991-04-09,d003
232817,Gio,Garigliano,M,40000,1993-05-05,d009
232818,Sreenivas,Peck,F,40000,1995-09-15,d004
232822,Torsten,Mapelli,F,40000,1993-12-24,d004
232824,Yishai,Rebaine,M,51322,1998-05-02,d005
232827,Mahendra,Ebeling,M,40000,1998-09-28,d004
232831,Rance,Ghazalie,M,40000,1998-03-19,d005
232834,Chinhyun,Poehlman,M,40000,1988-10-31,d006
232837,Mabhin,Aseltine,M,66808,1995-12-25,d005
232840,Ipke,Bernardeschi,F,62554,1995-01-20,d006
232845,Otmar,Bruckman,M,40000,1990-02-25,d001
232855,Aamod,Wossner,M,63187,1992-03-11,d004
232857,Ebbe,Swiss,F,76574,1988-12-03,d002
232868,Tua,Suri,F,53801,1992-12-06,d005
232874,Richard,Debuse,M,40000,1996-03-10,d009
232876,Youngkon,Barbanera,M,40000,1999-04-23,d004
232878,Xinyu,Peroz,F,40845,1993-08-04,d004
232879,Krisda,Emden,F,43306,1994-07-30,d002
232880,Uli,Reutenauer,M,40000,1992-04-21,d008
232882,Zhigen,Pepe,M,82153,1987-10-12,d007
232883,Gita,Lorie,F,62549,1988-12-21,d007
232888,Ennio,Comellas,M,43882,1987-04-08,d005
232890,Alair,Herath,M,40000,1987-03-13,d008
232891,Sandeepan,Sullins,M,47752,1997-11-29,d002
232892,Yucai,Matzat,M,59930,1991-12-26,d008
232893,Arif,Leonhardt,M,40000,1987-06-19,d004
232897,Toney,Douceur,M,45363,1987-10-15,d002
232905,Yakkov,Bouloucos,M,74935,1993-06-08,d007
232907,Bernd,Christ,M,47728,1987-12-06,d008
232911,Marin,Borstler,M,47135,1991-01-11,d005
232915,Jaideep,Ballarin,F,40000,1996-02-22,d003
232918,Mayuko,Bultermann,F,64617,1996-10-05,d004
232921,Ugo,Ravishankar,M,58012,1989-09-15,d002
232922,Chinhyun,Shobatake,M,77968,1997-10-26,d007
232924,Hairong,Bierman,M,40000,1995-06-01,d003
232928,Valeri,Ratnakar,M,40000,1999-06-15,d005
232933,Keung,Solovay,M,60920,1988-12-22,d007
232947,Noritoshi,Meriste,F,58343,1995-12-02,d007
232950,Kirk,Laurillard,F,60348,1995-06-30,d007
232952,Pranjal,Einsfeld,M,76120,1994-03-09,d001
232954,Basil,Ramaiah,F,40000,1999-05-09,d002
232964,Jeanna,Heemskerk,M,42660,1995-04-19,d004
232966,Qunsheng,Rodite,F,46316,1996-02-08,d003
232971,Chaosheng,Anger,M,50157,2000-05-31,d004
232972,Tianruo,Impagliazzo,M,62257,1990-02-01,d002
232976,Premsyl,Narahara,F,74300,1993-12-18,d005
232977,Perla,Chenney,F,54497,1990-03-08,d005
232979,Florian,Tagansky,M,60890,1997-01-27,d006
232985,Vivian,Curless,M,40000,1998-05-04,d005
232988,Denis,Dichev,M,40000,1995-07-23,d005
232995,Jixiang,Billawala,M,82110,1994-02-07,d007
233001,Jordanka,Egerstedt,F,58604,1994-02-25,d002
233010,Nirmal,Khamsi,F,43088,1986-02-08,d006
233012,Yuchang,Reistad,M,40000,1986-11-27,d004
233017,Sugwoo,Raney,M,50246,2000-01-18,d004
233021,Basim,Isaac,M,69117,1993-08-13,d007
233022,Adam,Bisiani,M,65738,1989-05-28,d006
233030,Abdulah,Businaro,F,53542,1987-10-27,d001
233032,Qingxiang,Velardi,M,45793,1990-08-28,d005
233040,Terresa,Weedon,F,45366,1987-01-13,d008
233048,Sailaja,Waterhouse,M,86832,1989-03-22,d001
233056,Zhenhua,Yoshimura,M,84074,1988-11-24,d008
233059,Takahiro,Undy,M,62291,1990-01-11,d004
233060,Indrajit,Serre,M,40000,1998-01-29,d008
233066,Laurentiu,Grandbois,F,56419,1997-03-05,d004
233067,Marco,Heydon,M,40000,1997-09-22,d006
233075,Atreyi,Luff,M,48663,1998-09-28,d002
233077,JoAnna,Georgatos,F,58508,1986-03-31,d008
233079,Genta,Stranks,M,40000,1994-01-11,d001
233094,Divine,Cardazo,M,40000,1992-03-04,d005
233095,Qingxiang,Rullman,F,42434,2000-09-25,d005
233097,Djenana,Olano,M,62261,1990-09-10,d005
233099,Geraldo,Garigliano,M,73105,1988-01-18,d001
233102,Zhilian,Garigliano,M,40000,1987-10-25,d009
233103,Rance,Kuszyk,M,40000,1992-11-28,d005
233106,Changho,Cools,F,73291,1993-04-22,d006
233115,Felicidad,Middleton,M,56383,1988-01-22,d005
233118,Fusako,Otillio,F,40000,1988-01-22,d006
233119,Valeska,Levasseur,F,75537,1993-02-08,d002
233121,Lucian,Norsworthy,F,40000,1988-09-20,d005
233126,Geoff,Kranzdorf,M,40000,1995-08-23,d004
233127,Fun,Gire,M,72043,1993-11-02,d007
233132,Evgueni,Pusterhofer,M,53972,1993-02-09,d007
233136,Kauko,Ruther,F,48950,1998-07-05,d007
233147,Yishai,Teitelbaum,F,44153,1989-10-16,d008
233151,JoAnna,Foong,F,41812,1997-04-20,d008
233163,Jayson,Ginneken,M,81892,1986-09-12,d007
233165,Mohan,Crooks,M,40000,1989-07-13,d006
